refund_id,transaction_id,timestamp,refund_amount,reason
ref_00988,txn_026965,2024-02-23,183.79,unauthorized
ref_00989,txn_026978,2024-03-03,24.81,fraud
ref_00990,txn_026994,2024-03-20,15.32,unauthorized
ref_00991,txn_026999,2024-03-19,70.04,charged_twice
ref_00992,txn_027004,2024-06-11,4.58,buyer_remorse
ref_00993,txn_027015,2024-04-08,752.0,unauthorized
ref_00994,txn_027039,2024-04-12,50.77,charged_twice
ref_00995,txn_027130,2024-02-03,180.15,unauthorized
ref_00996,txn_027193,2024-03-25,175.22,fraud
ref_00997,txn_027228,2024-04-22,50.44,charged_twice
ref_00998,txn_027243,2024-05-02,22.37,charged_twice
ref_00999,txn_027255,2024-05-23,17.92,fraud
ref_01000,txn_027286,2024-06-12,6.31,charged_twice
ref_01001,txn_027349,2024-04-22,202.16,fraud
ref_01002,txn_027393,2024-04-12,70.38,fraud
ref_01003,txn_027425,2024-03-27,7.46,buyer_remorse
ref_01004,txn_027427,2024-02-22,105.37,fraud
ref_01005,txn_027448,2024-06-11,64.31,charged_twice
ref_01006,txn_027464,2024-02-14,51.1,charged_twice
ref_01007,txn_027607,2024-03-24,27.48,buyer_remorse
ref_01008,txn_027613,2024-03-05,183.25,unauthorized
ref_01009,txn_027653,2024-04-29,138.52,fraud
ref_01010,txn_027676,2024-02-27,46.87,fraud
ref_01011,txn_027689,2024-03-06,18.8,fraud
ref_01012,txn_027712,2024-04-09,4.96,buyer_remorse
ref_01013,txn_027723,2024-06-13,64.13,fraud
ref_01014,txn_027737,2024-05-28,235.29,buyer_remorse
ref_01015,txn_027766,2024-03-17,181.42,buyer_remorse
ref_01016,txn_027767,2024-02-28,402.36,fraud
ref_01017,txn_027858,2024-03-23,14.44,unauthorized
ref_01018,txn_027863,2024-06-11,97.96,unauthorized
ref_01019,txn_027909,2024-05-19,28.66,unauthorized
ref_01020,txn_027928,2024-02-19,152.44,fraud
ref_01021,txn_027940,2024-04-14,37.48,unauthorized
ref_01022,txn_027948,2024-04-24,11.97,unauthorized
ref_01023,txn_027966,2024-05-07,13.53,charged_twice
ref_01024,txn_027982,2024-06-13,41.03,charged_twice
ref_01025,txn_028059,2024-02-10,14.77,fraud
ref_01026,txn_028068,2024-03-13,131.32,fraud
ref_01027,txn_028070,2024-04-03,93.15,charged_twice
ref_01028,txn_028075,2024-04-29,81.99,unauthorized
ref_01029,txn_028087,2024-02-20,12.31,fraud
ref_01030,txn_028111,2024-06-16,499.74,fraud
ref_01031,txn_028112,2024-06-10,464.69,charged_twice
ref_01032,txn_028116,2024-03-19,9.18,fraud
ref_01033,txn_028117,2024-01-28,90.33,fraud
ref_01034,txn_028126,2024-02-20,35.76,fraud
ref_01035,txn_028153,2024-03-30,933.8,unauthorized
ref_01036,txn_028167,2024-03-09,37.21,fraud
ref_01037,txn_028197,2024-03-06,22.17,buyer_remorse
ref_01038,txn_028206,2024-02-04,10.4,fraud
ref_01039,txn_028287,2024-05-22,20.28,unauthorized
ref_01040,txn_028365,2024-05-16,17.97,buyer_remorse
ref_01041,txn_028401,2024-02-11,102.75,unauthorized
ref_01042,txn_028538,2024-03-07,545.47,buyer_remorse
ref_01043,txn_028602,2024-04-22,283.79,fraud
ref_01044,txn_028615,2024-04-12,518.86,fraud
ref_01045,txn_028633,2024-04-03,212.37,charged_twice
ref_01046,txn_028640,2024-03-21,35.72,buyer_remorse
ref_01047,txn_028647,2024-05-19,21.54,unauthorized
ref_01048,txn_028653,2024-04-03,39.43,fraud
ref_01049,txn_028718,2024-06-11,45.86,fraud
ref_01050,txn_028721,2024-03-16,47.8,unauthorized
ref_01051,txn_028779,2024-04-15,1440.99,fraud
ref_01052,txn_028791,2024-04-29,21.94,fraud
ref_01053,txn_028810,2024-03-20,149.18,fraud
ref_01054,txn_028835,2024-04-29,168.27,unauthorized
ref_01055,txn_028858,2024-03-11,981.0,unauthorized
ref_01056,txn_028873,2024-04-12,33.67,fraud
ref_01057,txn_028875,2024-02-29,235.79,fraud
ref_01058,txn_028890,2024-03-25,293.73,fraud
ref_01059,txn_028937,2024-02-23,133.67,charged_twice
ref_01060,txn_029015,2024-01-30,24.09,fraud
ref_01061,txn_029046,2024-06-01,55.01,fraud
ref_01062,txn_029062,2024-03-01,27.39,fraud
ref_01063,txn_029108,2024-03-06,33.04,fraud
ref_01064,txn_029117,2024-03-16,47.39,fraud
ref_01065,txn_029157,2024-05-25,130.15,fraud
ref_01066,txn_029159,2024-03-03,20.31,fraud
ref_01067,txn_029171,2024-04-27,36.53,unauthorized
ref_01068,txn_029184,2024-03-18,10.68,fraud
ref_01069,txn_029198,2024-05-07,1287.2,buyer_remorse
ref_01070,txn_029283,2024-04-25,325.39,charged_twice
ref_01071,txn_029306,2024-03-03,229.52,buyer_remorse
ref_01072,txn_029318,2024-06-11,28.7,charged_twice
ref_01073,txn_029360,2024-04-13,66.5,charged_twice
ref_01074,txn_029383,2024-05-24,15.92,fraud
ref_01075,txn_029406,2024-03-07,132.2,buyer_remorse
ref_01076,txn_029443,2024-04-04,25.9,fraud
ref_01077,txn_029452,2024-06-25,14.05,fraud
ref_01078,txn_029479,2024-03-16,31.23,fraud
ref_01079,txn_029538,2024-04-21,658.19,fraud
ref_01080,txn_029572,2024-04-21,69.91,fraud
ref_01081,txn_029591,2024-03-10,38.72,charged_twice
ref_01082,txn_029618,2024-03-11,31.61,fraud
ref_01083,txn_029634,2024-02-18,117.02,unauthorized
ref_01084,txn_029639,2024-03-07,325.08,fraud
ref_01085,txn_029650,2024-04-06,51.9,fraud
ref_01086,txn_029658,2024-04-09,89.42,fraud
ref_01087,txn_029689,2024-02-04,73.02,charged_twice
ref_01088,txn_029693,2024-03-16,20.64,unauthorized
ref_01089,txn_029731,2024-04-23,91.67,charged_twice
ref_01090,txn_029740,2024-04-09,87.88,fraud
ref_01091,txn_029802,2024-04-08,36.99,fraud
ref_01092,txn_029837,2024-06-08,97.03,fraud
ref_01093,txn_029848,2024-06-01,82.06,fraud
ref_01094,txn_029856,2024-04-17,44.75,fraud
ref_01095,txn_029859,2024-02-28,22.16,charged_twice
ref_01096,txn_029876,2024-03-05,137.21,buyer_remorse
ref_01097,txn_029881,2024-02-19,53.37,buyer_remorse
ref_01098,txn_029888,2024-01-20,260.3,buyer_remorse
ref_01099,txn_029896,2024-05-25,85.36,fraud
ref_01100,txn_029939,2024-03-23,118.49,fraud
ref_01101,txn_029945,2024-04-05,117.98,unauthorized
ref_01102,txn_029946,2024-05-09,36.44,fraud
ref_01103,txn_029988,2024-05-27,14.25,unauthorized
ref_01104,txn_030008,2024-03-30,676.42,fraud
ref_01105,txn_030054,2024-02-16,9.95,unauthorized
ref_01106,txn_030063,2024-03-26,32.89,unauthorized
ref_01107,txn_030088,2024-04-08,78.51,buyer_remorse
ref_01108,txn_030093,2024-06-11,29.57,fraud
ref_01109,txn_030174,2024-05-27,14.59,fraud
ref_01110,txn_030194,2024-04-23,41.5,buyer_remorse
ref_01111,txn_030204,2024-05-21,270.86,unauthorized
ref_01112,txn_030240,2024-03-10,587.35,charged_twice
ref_01113,txn_030258,2024-03-21,47.24,unauthorized
ref_01114,txn_030296,2024-03-16,15.74,fraud
ref_01115,txn_030316,2024-04-27,80.68,fraud
ref_01116,txn_030356,2024-04-18,34.19,fraud
ref_01117,txn_030362,2024-06-13,338.05,unauthorized
ref_01118,txn_030367,2024-04-17,53.09,unauthorized
ref_01119,txn_030390,2024-05-27,24.03,fraud
ref_01120,txn_030429,2024-05-05,99.87,fraud
ref_01121,txn_030467,2024-05-13,49.09,fraud
ref_01122,txn_030481,2024-04-26,158.95,fraud
ref_01123,txn_030492,2024-04-07,128.52,unauthorized
ref_01124,txn_030533,2024-02-26,243.05,fraud
ref_01125,txn_030615,2024-03-02,21.02,fraud
ref_01126,txn_030624,2024-03-25,302.11,fraud
ref_01127,txn_030654,2024-05-10,9.52,fraud
ref_01128,txn_030735,2024-03-28,27.25,buyer_remorse
ref_01129,txn_030758,2024-06-21,42.07,fraud
ref_01130,txn_030766,2024-05-23,49.56,charged_twice
ref_01131,txn_030789,2024-02-01,12.33,unauthorized
ref_01132,txn_030809,2024-03-19,93.83,unauthorized
ref_01133,txn_030813,2024-02-27,25.24,charged_twice
ref_01134,txn_030875,2024-03-14,16.37,fraud
ref_01135,txn_030926,2024-03-04,8.61,fraud
ref_01136,txn_030940,2024-02-24,31.84,charged_twice
ref_01137,txn_030954,2024-02-20,67.12,fraud
ref_01138,txn_030974,2024-05-26,20.45,charged_twice
ref_01139,txn_031008,2024-05-19,29.41,fraud
ref_01140,txn_031012,2024-04-11,118.46,charged_twice
ref_01141,txn_031023,2024-05-07,32.29,fraud
ref_01142,txn_031048,2024-06-13,36.79,charged_twice
ref_01143,txn_031070,2024-06-08,147.51,unauthorized
ref_01144,txn_031073,2024-05-08,324.29,fraud
ref_01145,txn_031084,2024-06-09,59.01,buyer_remorse
ref_01146,txn_031088,2024-05-25,373.8,unauthorized
ref_01147,txn_031099,2024-04-04,14.53,charged_twice
ref_01148,txn_031113,2024-04-08,84.67,fraud
ref_01149,txn_031152,2024-04-29,34.39,fraud
ref_01150,txn_031167,2024-04-22,30.23,fraud
ref_01151,txn_031183,2024-03-12,139.38,fraud
ref_01152,txn_031208,2024-06-25,27.51,fraud
ref_01153,txn_031225,2024-04-15,16.15,unauthorized
ref_01154,txn_031242,2024-05-26,43.62,fraud
ref_01155,txn_031330,2024-05-02,136.21,unauthorized
ref_01156,txn_031337,2024-05-08,32.6,fraud
ref_01157,txn_031435,2024-01-28,126.91,fraud
ref_01158,txn_031444,2024-02-21,16.69,fraud
ref_01159,txn_031450,2024-01-14,291.46,unauthorized
ref_01160,txn_031488,2024-04-09,91.54,unauthorized
ref_01161,txn_031510,2024-05-19,81.76,fraud
ref_01162,txn_031565,2024-01-19,28.05,fraud
ref_01163,txn_031568,2024-03-21,20.58,fraud
ref_01164,txn_031634,2024-03-07,26.92,fraud
ref_01165,txn_031641,2024-02-06,24.79,charged_twice
ref_01166,txn_031647,2024-04-19,65.16,unauthorized
ref_01167,txn_031705,2024-01-21,403.77,fraud
ref_01168,txn_031707,2024-02-22,337.06,fraud
ref_01169,txn_031731,2024-02-01,164.57,buyer_remorse
ref_01170,txn_031737,2024-02-20,52.28,unauthorized
ref_01171,txn_031744,2024-05-01,437.31,fraud
ref_01172,txn_031746,2024-04-26,217.9,fraud
ref_01173,txn_031759,2024-05-11,976.45,fraud
ref_01174,txn_031803,2024-01-06,381.02,charged_twice
ref_01175,txn_031821,2024-04-06,15.69,charged_twice
ref_01176,txn_031827,2024-03-24,37.61,fraud
ref_01177,txn_031937,2024-04-01,33.14,fraud
ref_01178,txn_031945,2024-02-04,89.79,fraud
ref_01179,txn_031950,2024-02-24,22.94,charged_twice
ref_01180,txn_031973,2024-03-17,1107.1,unauthorized
ref_01181,txn_031991,2024-01-17,27.1,charged_twice
ref_01182,txn_032084,2024-02-20,100.98,unauthorized
ref_01183,txn_032091,2024-03-19,163.47,fraud
ref_01184,txn_032138,2024-03-23,34.08,unauthorized
ref_01185,txn_032160,2024-04-02,31.41,buyer_remorse
ref_01186,txn_032162,2024-02-16,25.04,charged_twice
ref_01187,txn_032187,2024-04-02,6.06,fraud
ref_01188,txn_032189,2024-06-07,73.4,charged_twice
ref_01189,txn_032223,2024-04-11,38.57,fraud
ref_01190,txn_032238,2024-05-30,15.19,fraud
ref_01191,txn_032239,2024-03-29,40.34,fraud
ref_01192,txn_032247,2024-05-23,31.15,unauthorized
ref_01193,txn_032258,2024-06-11,22.27,unauthorized
ref_01194,txn_032264,2024-03-13,51.33,buyer_remorse
ref_01195,txn_032319,2024-05-27,126.31,charged_twice
ref_01196,txn_032323,2024-02-29,167.57,fraud
ref_01197,txn_032332,2024-01-26,95.85,unauthorized
ref_01198,txn_032388,2024-05-03,48.46,fraud
ref_01199,txn_032406,2024-04-12,115.01,fraud
ref_01200,txn_032427,2024-05-03,145.67,fraud
ref_01201,txn_032465,2024-06-05,38.77,fraud
ref_01202,txn_032470,2024-02-24,56.43,fraud
ref_01203,txn_032488,2024-03-17,170.4,charged_twice
ref_01204,txn_032591,2024-04-13,52.83,charged_twice
ref_01205,txn_032618,2024-04-14,6.48,fraud
ref_01206,txn_032663,2024-03-30,447.96,charged_twice
ref_01207,txn_032789,2024-03-18,147.3,unauthorized
ref_01208,txn_032808,2024-04-09,39.86,fraud
ref_01209,txn_032830,2024-03-03,21.64,fraud
ref_01210,txn_032846,2024-05-11,34.67,fraud
ref_01211,txn_032869,2024-06-04,12.85,charged_twice
ref_01212,txn_032877,2024-05-22,27.02,unauthorized
ref_01213,txn_032880,2024-02-06,51.7,fraud
ref_01214,txn_032916,2024-02-15,168.49,charged_twice
ref_01215,txn_032940,2024-03-10,10.66,fraud
ref_01216,txn_032992,2024-05-07,30.67,fraud
ref_01217,txn_033002,2024-03-16,70.24,fraud
ref_01218,txn_033030,2024-03-18,129.87,charged_twice
ref_01219,txn_033070,2024-04-23,41.41,fraud
ref_01220,txn_033072,2024-03-01,24.43,fraud
ref_01221,txn_033075,2024-04-14,86.7,fraud
ref_01222,txn_033090,2024-04-15,26.17,charged_twice
ref_01223,txn_033177,2024-03-06,163.35,unauthorized
ref_01224,txn_033186,2024-03-09,53.95,unauthorized
ref_01225,txn_033192,2024-06-28,238.56,unauthorized
ref_01226,txn_033202,2024-03-07,70.99,fraud
ref_01227,txn_033220,2024-03-29,15.58,fraud
ref_01228,txn_033221,2024-05-20,45.79,unauthorized
ref_01229,txn_033236,2024-05-10,34.85,fraud
ref_01230,txn_033241,2024-03-20,93.09,charged_twice
ref_01231,txn_033301,2024-03-31,198.59,buyer_remorse
ref_01232,txn_033336,2024-04-15,65.57,fraud
ref_01233,txn_033390,2024-06-12,391.69,charged_twice
ref_01234,txn_033427,2024-02-17,12.17,charged_twice
ref_01235,txn_033433,2024-03-14,34.59,fraud
ref_01236,txn_033461,2024-03-25,89.93,fraud
ref_01237,txn_033549,2024-03-30,39.14,fraud
ref_01238,txn_033567,2024-03-29,171.63,fraud
ref_01239,txn_033578,2024-02-27,5.59,fraud
ref_01240,txn_033582,2024-05-14,112.6,charged_twice
ref_01241,txn_033603,2024-04-08,172.69,fraud
ref_01242,txn_033606,2024-06-25,13.07,unauthorized
ref_01243,txn_033645,2024-02-08,59.82,unauthorized
ref_01244,txn_033652,2024-06-09,218.56,fraud
ref_01245,txn_033664,2024-05-05,14.17,unauthorized
ref_01246,txn_033676,2024-04-18,19.13,unauthorized
ref_01247,txn_033680,2024-04-02,6.93,fraud
ref_01248,txn_033691,2024-04-20,56.71,unauthorized
ref_01249,txn_033721,2024-03-12,107.48,fraud
ref_01250,txn_033728,2024-03-01,8.45,unauthorized
ref_01251,txn_033729,2024-01-18,47.74,fraud
ref_01252,txn_033738,2024-07-03,138.62,fraud
ref_01253,txn_033741,2024-06-15,1896.09,fraud
ref_01254,txn_033746,2024-04-17,37.46,buyer_remorse
ref_01255,txn_033837,2024-04-19,623.08,fraud
ref_01256,txn_033858,2024-01-23,114.81,buyer_remorse
ref_01257,txn_033879,2024-03-21,31.78,unauthorized
ref_01258,txn_033892,2024-02-27,26.33,fraud
ref_01259,txn_033894,2024-04-09,28.44,fraud
ref_01260,txn_033931,2024-02-29,144.22,buyer_remorse
ref_01261,txn_033957,2024-03-30,138.66,fraud
ref_01262,txn_034027,2024-06-06,80.62,unauthorized
ref_01263,txn_034031,2024-04-02,36.79,fraud
ref_01264,txn_034053,2024-02-22,47.83,unauthorized
ref_01265,txn_034099,2024-03-31,33.0,buyer_remorse
ref_01266,txn_034126,2024-03-11,31.21,fraud
ref_01267,txn_034129,2024-03-21,62.18,unauthorized
ref_01268,txn_034183,2024-04-27,149.42,unauthorized
ref_01269,txn_034259,2024-04-11,30.0,fraud
ref_01270,txn_034262,2024-05-20,109.38,fraud
ref_01271,txn_034265,2024-04-30,148.24,fraud
ref_01272,txn_034274,2024-03-25,692.15,charged_twice
ref_01273,txn_034294,2024-03-02,149.49,charged_twice
ref_01274,txn_034302,2024-02-07,46.11,fraud
ref_01275,txn_034338,2024-04-20,75.53,unauthorized
ref_01276,txn_034352,2024-04-06,19.61,unauthorized
ref_01277,txn_034431,2024-04-22,107.57,fraud
ref_01278,txn_034442,2024-05-20,488.99,charged_twice
ref_01279,txn_034483,2024-05-03,192.67,fraud
ref_01280,txn_034492,2024-04-17,62.57,fraud
ref_01281,txn_034500,2024-03-19,38.19,fraud
ref_01282,txn_034505,2024-01-26,35.72,buyer_remorse
ref_01283,txn_034517,2024-06-04,154.4,unauthorized
ref_01284,txn_034525,2024-01-25,13.45,unauthorized
ref_01285,txn_034567,2024-05-07,92.02,fraud
ref_01286,txn_034582,2024-03-22,70.59,fraud
ref_01287,txn_034586,2024-05-12,144.6,fraud
ref_01288,txn_034598,2024-01-15,5.74,fraud
ref_01289,txn_034627,2024-03-30,897.68,charged_twice
ref_01290,txn_034669,2024-05-24,14.83,fraud
ref_01291,txn_034676,2024-03-17,46.39,fraud
ref_01292,txn_034684,2024-01-21,107.47,charged_twice
ref_01293,txn_034729,2024-01-21,79.18,charged_twice
ref_01294,txn_034733,2024-04-26,214.43,fraud
ref_01295,txn_034743,2024-05-21,114.64,fraud
ref_01296,txn_034755,2024-01-30,36.97,fraud
ref_01297,txn_034762,2024-04-20,31.2,unauthorized
ref_01298,txn_034803,2024-05-16,47.48,charged_twice
ref_01299,txn_034813,2024-03-02,7.63,unauthorized
ref_01300,txn_034815,2024-02-19,14.42,fraud
ref_01301,txn_034835,2024-02-22,35.79,buyer_remorse
ref_01302,txn_034842,2024-02-04,237.48,buyer_remorse
ref_01303,txn_034857,2024-06-16,30.91,buyer_remorse
ref_01304,txn_034873,2024-04-28,195.27,fraud
ref_01305,txn_034893,2024-01-28,14.36,fraud
ref_01306,txn_034904,2024-04-24,122.84,charged_twice
ref_01307,txn_034916,2024-03-02,6.02,charged_twice
ref_01308,txn_034962,2024-06-03,23.63,fraud
ref_01309,txn_034987,2024-02-25,229.06,fraud
ref_01310,txn_035038,2024-02-21,75.97,fraud
ref_01311,txn_035082,2024-05-22,15.31,unauthorized
ref_01312,txn_035134,2024-04-20,38.31,charged_twice
ref_01313,txn_035170,2024-03-31,28.0,fraud
ref_01314,txn_035179,2024-05-06,95.31,fraud
ref_01315,txn_035182,2024-05-23,34.98,buyer_remorse
ref_01316,txn_035202,2024-02-21,20.86,fraud
ref_01317,txn_035208,2024-04-29,127.09,charged_twice
ref_01318,txn_035217,2024-05-08,81.1,charged_twice
ref_01319,txn_035229,2024-03-04,33.0,charged_twice
ref_01320,txn_035232,2024-05-25,37.05,fraud
ref_01321,txn_035248,2024-05-07,274.34,fraud
ref_01322,txn_035275,2024-04-19,7.52,fraud
ref_01323,txn_035298,2024-05-04,78.95,unauthorized
ref_01324,txn_035310,2024-04-15,215.13,charged_twice
ref_01325,txn_035333,2024-03-22,125.17,fraud
ref_01326,txn_035349,2024-02-24,233.69,fraud
ref_01327,txn_035350,2024-02-05,231.43,fraud
ref_01328,txn_035362,2024-03-15,164.8,fraud
ref_01329,txn_035399,2024-04-23,155.0,unauthorized
ref_01330,txn_035429,2024-03-19,80.79,charged_twice
ref_01331,txn_035431,2024-05-23,31.71,fraud
ref_01332,txn_035432,2024-04-13,31.14,fraud
ref_01333,txn_035438,2024-04-19,13.13,fraud
ref_01334,txn_035439,2024-01-30,23.17,fraud
ref_01335,txn_035465,2024-05-03,16.4,fraud
ref_01336,txn_035472,2024-02-11,20.29,unauthorized
ref_01337,txn_035490,2024-05-05,45.13,fraud
ref_01338,txn_035535,2024-05-22,93.98,fraud
ref_01339,txn_035596,2024-02-19,25.73,unauthorized
ref_01340,txn_035633,2024-05-03,16.52,unauthorized
ref_01341,txn_035643,2024-02-14,593.22,unauthorized
ref_01342,txn_035653,2024-04-12,438.67,fraud
ref_01343,txn_035657,2024-04-21,22.93,fraud
ref_01344,txn_035658,2024-05-06,68.21,fraud
ref_01345,txn_035667,2024-02-10,183.17,fraud
ref_01346,txn_035684,2024-06-14,133.98,charged_twice
ref_01347,txn_035720,2024-02-08,74.77,fraud
ref_01348,txn_035747,2024-02-05,17.01,charged_twice
ref_01349,txn_035749,2024-02-18,16.06,unauthorized
ref_01350,txn_035751,2024-02-01,20.85,unauthorized
ref_01351,txn_035817,2024-04-20,71.72,unauthorized
ref_01352,txn_035823,2024-02-10,230.38,fraud
ref_01353,txn_035864,2024-04-07,28.49,unauthorized
ref_01354,txn_035869,2024-02-09,34.33,charged_twice
ref_01355,txn_035933,2024-04-27,56.74,unauthorized
ref_01356,txn_035975,2024-04-22,44.94,unauthorized
ref_01357,txn_036003,2024-03-07,39.51,buyer_remorse
ref_01358,txn_036013,2024-03-05,44.17,fraud
ref_01359,txn_036016,2024-05-14,14.07,charged_twice
ref_01360,txn_036029,2024-04-21,9.53,charged_twice
ref_01361,txn_036032,2024-03-15,73.05,fraud
ref_01362,txn_036108,2024-03-09,353.41,fraud
ref_01363,txn_036116,2024-04-24,49.68,unauthorized
ref_01364,txn_036128,2024-03-28,46.93,unauthorized
ref_01365,txn_036150,2024-03-06,64.19,buyer_remorse
ref_01366,txn_036152,2024-04-23,14.76,fraud
ref_01367,txn_036171,2024-04-15,21.77,fraud
ref_01368,txn_036175,2024-05-23,17.86,buyer_remorse
ref_01369,txn_036180,2024-04-22,13.88,fraud
ref_01370,txn_036226,2024-05-06,174.85,charged_twice
ref_01371,txn_036243,2024-05-07,122.52,charged_twice
ref_01372,txn_036260,2024-05-04,25.86,buyer_remorse
ref_01373,txn_036281,2024-06-08,193.38,fraud
ref_01374,txn_036313,2024-05-16,14.09,fraud
ref_01375,txn_036391,2024-03-01,39.17,fraud
ref_01376,txn_036392,2024-05-02,77.55,charged_twice
ref_01377,txn_036441,2024-06-03,135.61,unauthorized
ref_01378,txn_036476,2024-04-21,241.98,unauthorized
ref_01379,txn_036497,2024-05-09,35.05,fraud
ref_01380,txn_036502,2024-03-31,501.1,buyer_remorse
ref_01381,txn_036506,2024-03-16,193.27,fraud
ref_01382,txn_036508,2024-05-03,55.71,fraud
ref_01383,txn_036512,2024-03-06,192.09,charged_twice
ref_01384,txn_036616,2024-01-31,34.04,fraud
ref_01385,txn_036626,2024-02-12,55.52,unauthorized
ref_01386,txn_036657,2024-01-30,10.44,fraud
ref_01387,txn_036675,2024-05-22,31.83,fraud
ref_01388,txn_036704,2024-05-23,74.54,unauthorized
ref_01389,txn_036715,2024-04-11,5.94,unauthorized
ref_01390,txn_036734,2024-02-05,60.68,fraud
ref_01391,txn_036741,2024-03-06,12.9,charged_twice
ref_01392,txn_036787,2024-05-05,57.0,unauthorized
ref_01393,txn_036836,2024-05-04,32.27,charged_twice
ref_01394,txn_036847,2024-03-27,152.73,fraud
ref_01395,txn_036851,2024-03-03,29.51,unauthorized
ref_01396,txn_036865,2024-01-29,9.38,fraud
ref_01397,txn_036866,2024-03-20,42.64,fraud
ref_01398,txn_036874,2024-04-25,25.28,fraud
ref_01399,txn_036876,2024-04-24,19.16,fraud
ref_01400,txn_036905,2024-03-27,11.63,fraud
ref_01401,txn_036926,2024-06-17,14.93,fraud
ref_01402,txn_036934,2024-05-03,53.36,fraud
ref_01403,txn_036953,2024-05-23,42.56,fraud
ref_01404,txn_036967,2024-04-14,83.02,unauthorized
ref_01405,txn_036971,2024-04-02,24.36,fraud
ref_01406,txn_036998,2024-04-19,141.32,unauthorized
ref_01407,txn_037016,2024-04-09,287.3,fraud
ref_01408,txn_037040,2024-05-19,666.69,fraud
ref_01409,txn_037077,2024-03-22,249.36,fraud
ref_01410,txn_037091,2024-03-29,286.43,fraud
ref_01411,txn_037096,2024-04-16,135.85,unauthorized
ref_01412,txn_037102,2024-04-17,27.13,fraud
ref_01413,txn_037116,2024-05-09,54.41,fraud
ref_01414,txn_037120,2024-05-09,147.49,fraud
ref_01415,txn_037135,2024-03-29,26.54,buyer_remorse
ref_01416,txn_037192,2024-03-26,207.3,fraud
ref_01417,txn_037251,2024-04-18,62.98,fraud
ref_01418,txn_037265,2024-03-21,10.42,charged_twice
ref_01419,txn_037280,2024-03-31,19.44,unauthorized
ref_01420,txn_037289,2024-04-08,435.82,buyer_remorse
ref_01421,txn_037309,2024-05-09,76.47,unauthorized
ref_01422,txn_037323,2024-05-17,26.8,unauthorized
ref_01423,txn_037327,2024-05-15,40.56,fraud
ref_01424,txn_037377,2024-03-21,43.92,charged_twice
ref_01425,txn_037432,2024-03-19,44.57,fraud
ref_01426,txn_037468,2024-04-26,906.1,unauthorized
ref_01427,txn_037499,2024-04-24,71.94,buyer_remorse
ref_01428,txn_037504,2024-02-22,20.51,charged_twice
ref_01429,txn_037520,2024-03-14,23.16,fraud
ref_01430,txn_037540,2024-05-16,64.07,fraud
ref_01431,txn_037571,2024-03-15,48.55,unauthorized
ref_01432,txn_037643,2024-04-03,65.48,charged_twice
ref_01433,txn_037646,2024-03-18,39.38,unauthorized
ref_01434,txn_037665,2024-05-16,7.12,unauthorized
ref_01435,txn_037668,2024-03-21,69.03,fraud
ref_01436,txn_037694,2024-03-07,14.76,unauthorized
ref_01437,txn_037716,2024-03-01,78.7,fraud
ref_01438,txn_037734,2024-05-03,42.69,fraud
ref_01439,txn_037757,2024-03-20,66.13,fraud
ref_01440,txn_037802,2024-04-11,35.22,fraud
ref_01441,txn_037810,2024-03-17,35.3,charged_twice
ref_01442,txn_037811,2024-06-13,20.21,fraud
ref_01443,txn_037818,2024-03-03,85.45,unauthorized
ref_01444,txn_037823,2024-03-15,322.58,charged_twice
ref_01445,txn_037854,2024-05-08,56.5,unauthorized
ref_01446,txn_037880,2024-03-06,50.12,fraud
ref_01447,txn_037946,2024-04-10,14.91,fraud
ref_01448,txn_037965,2024-06-15,9.69,charged_twice
ref_01449,txn_037970,2024-05-29,7.09,fraud
ref_01450,txn_037994,2024-04-12,46.17,charged_twice
ref_01451,txn_038053,2024-05-13,9.68,charged_twice
ref_01452,txn_038090,2024-02-22,45.81,fraud
ref_01453,txn_038095,2024-02-28,30.3,fraud
ref_01454,txn_038177,2024-03-19,56.46,unauthorized
ref_01455,txn_038183,2024-06-05,63.11,fraud
ref_01456,txn_038232,2024-01-15,14.81,fraud
ref_01457,txn_038243,2024-04-26,122.92,charged_twice
ref_01458,txn_038246,2024-04-29,51.24,unauthorized
ref_01459,txn_038341,2024-04-21,17.56,buyer_remorse
ref_01460,txn_038353,2024-04-11,18.64,charged_twice
ref_01461,txn_038354,2024-04-20,23.95,unauthorized
ref_01462,txn_038358,2024-05-06,14.16,charged_twice
ref_01463,txn_038371,2024-03-26,1349.35,fraud
ref_01464,txn_038433,2024-03-15,35.78,unauthorized
ref_01465,txn_038451,2024-03-24,463.75,fraud
ref_01466,txn_038477,2024-02-29,28.94,fraud
ref_01467,txn_038485,2024-03-28,54.58,fraud
ref_01468,txn_038520,2024-04-19,676.62,unauthorized
ref_01469,txn_038552,2024-05-06,190.64,charged_twice
ref_01470,txn_038568,2024-04-24,191.53,fraud
ref_01471,txn_038608,2024-02-24,16.21,fraud
ref_01472,txn_038609,2024-05-17,23.43,unauthorized
ref_01473,txn_038611,2024-02-12,46.03,fraud
ref_01474,txn_038658,2024-05-08,75.29,fraud
ref_01475,txn_038672,2024-06-15,29.45,fraud
ref_01476,txn_038683,2024-03-24,70.88,fraud
ref_01477,txn_038694,2024-05-02,33.9,fraud
ref_01478,txn_038702,2024-05-31,19.98,fraud
ref_01479,txn_038703,2024-04-27,26.83,fraud
ref_01480,txn_038726,2024-04-24,19.35,fraud
ref_01481,txn_038737,2024-05-16,1198.12,unauthorized
ref_01482,txn_038740,2024-03-25,90.89,fraud
ref_01483,txn_038766,2024-05-01,64.57,fraud
